ia_fund_name,ia_management_company,ia_sector,isin,resolved_name,status,confidence,triage_reason
Guinness Sustainable Energy Fund,Guinness Asset Management Ltd,Commodities and Natural Resources,IE00BMYPNB63,Guinness Sustainable Energy I USD Accumulation,matched,1.0,
Guinness Global Energy Fund,Guinness Asset Management Ltd,Commodities and Natural Resources,IE00BMYPN507,Guinness Global Energy Fund I USD Accumulation,matched,1.0,
JPM Natural Resources Fund,J.P. Morgan Asset Management,Commodities and Natural Resources,GB00B1YXDT10,JPM Natural Resources Fund B - Net Accumulation,matched,0.985,
LO Funds - Transition Materials,Lombard Odier Funds (Europe) S.A.,Commodities and Natural Resources,LU1581429708,LO Funds - Transition Materials Syst. NAV Hdg (GBP) ID,review,0.8452,no decisive brand/region/style signal
Thematics Water,Natixis Global Asset Management,Commodities and Natural Resources,ID1000137409,PT Graha Andrasentra Propertindo Tbk,unresolved,0.1882,
Ninety One GSF Global Natural Resources Fund,Ninety One Fund Managers UK Limited,Commodities and Natural Resources,LU0954591375,Ninety One Global Strategy Fund - Global Natural Resources Fund I Acc GBP,matched,0.889,
Orion Resource Equities Fund,Orion Resource Partners UK (LLP),Commodities and Natural Resources,IE00037YPEO3,Orion Resource Partners ICAV - Orion Resource Equities Fund Class A GBP Acc,matched,0.8184,all distinctive IA tokens present and brand agrees
Pictet-Clean Energy,Pictet Asset Management Ltd,Commodities and Natural Resources,LU0312383663,Pictet-Clean Energy Transition I EUR,matched,0.9071,
Pictet-Timber,Pictet Asset Management Ltd,Commodities and Natural Resources,LU0340558823,Pictet-Timber I EUR,matched,1.0,
Pictet-Water,Pictet Asset Management Ltd,Commodities and Natural Resources,LU0239939290,Pictet-Water -Z EUR,matched,1.0,
Quilter Investors Natural Resources Equity Fund,Quilter Investors Limited,Commodities and Natural Resources,GB00B84BRB40,Quilter Investors Natural Resources Equity Fund A (GBP) Accumulation,matched,1.0,
T. Rowe Price Funds SICAV Global Natural Resources Equity,T. Rowe Price International Limited,Commodities and Natural Resources,LU0272423913,T. Rowe Price Funds SICAV - Global Natural Resources Equity Fund I,matched,1.0,
WS Guinness Global Energy Fund,Waystone Management (UK) Limited,Commodities and Natural Resources,GB00B56FW078,WS Guinness Global Energy Fund I Accumulation,matched,0.9769,
WS Amati Strategic Metals Fund,Waystone Management (UK) Limited,Commodities and Natural Resources,GB00BMD8NV62,WS Amati Strategic Metals Fund B Acc,matched,0.9769,
WS Guinness Sustainable Energy Fund,Waystone Management (UK) Limited,Commodities and Natural Resources,GB00BP5J6198,WS Guinness Sustainable Energy Fund Y GBP Accumulation,matched,0.9806,
YFS Charteris Gold and Precious Metals Fund,Yealand Fund Services Limited,Commodities and Natural Resources,GB00BYQ2JY43,YFS Charteris Gold and Precious Metals Fund I Accumulation,matched,0.9846,
abrdn Europe ex UK Equity Fund,abrdn Fund Managers Limited,Europe Excluding UK,GB00B0LG6P37,abrdn Europe ex UK Equity Fund I Acc,matched,1.0,
abrdn Europe ex UK Ethical Equity Fund,abrdn Fund Managers Limited,Europe Excluding UK,GB00B1ZB0M68,abrdn Europe ex UK Ethical Equity Fund Retail Accumulation,matched,1.0,
abrdn Europe ex UK Equity Fund,abrdn Fund Managers Limited,Europe Excluding UK,GB00B0LG6P37,abrdn Europe ex UK Equity Fund I Acc,matched,1.0,
SVS AllianceBernstein Europe (Ex UK) Equity Fund,AllianceBernstein,Europe Excluding UK,GB00BJMHLK84,SVS AllianceBernstein Europe (Ex UK) Equity Fund Class I GBP Accumulation,matched,1.0,
AB SICAV I - Eurozone Equity Portfolio,AllianceBernstein (Luxembourg) S.à r.l.,Europe Excluding UK,LU0787777027,AB SICAV I - Select US Equity Portfolio I EUR Acc,unresolved,0.6907,
Allianz Continental European Fund - A (ACC),Allianz Global Investors,Europe Excluding UK,GB0031382988,Allianz Continental European Fund Class A Shares Acc,matched,0.9769,
MI Chelverton European Select Fund,Apex Fundrock Ltd,Europe Excluding UK,GB00BG130R65,MI Chelverton Equity Fund - MI Chelverton European Select Fund A Accumulation,review,0.8296,no decisive brand/region/style signal
Artemis SmartGARP European Equity Fund,Artemis Fund Managers Ltd,Europe Excluding UK,GB00B2PLJD73,Artemis SmartGARP European Equity Fund Class I Acc GBP,matched,1.0,
Aviva Investors European Equity Fund,Aviva Investors UK Fund Services Limited,Europe Excluding UK,GB0004457973,Aviva Investors Continental European Equity Fund 1 GBP Acc,matched,0.9495,
AXA World Funds - Framlington Sustainable Eurozone,AXA Fund Management SA (Luxembourg),Europe Excluding UK,LU0389657510,AXA World Funds - Sustainable Eurozone Equity I Distribution EUR,review,0.763,no decisive brand/region/style signal
Baillie Gifford European Fund,Baillie Gifford & Co Limited,Europe Excluding UK,GB0006057284,Baillie Gifford European Fund A Accumulation,matched,1.0,
GlobalAccess Europe (ex-UK) Alpha Fund,Barclays Multi Manager Fund PLC,Europe Excluding UK,IE00B5VXYY41,GlobalAccess Europe (ex-UK) Alpha Fund I Acc GBP (Hedged),matched,0.9812,
Baring European Growth Trust Class GBP Inc,Baring Fund Managers Limited,Europe Excluding UK,GB00B8DDXV30,Barings European Growth Trust - Class I GBP Inc,matched,0.8884,
BlackRock Continental European,BlackRock Investment Management (UK) Limited,Europe Excluding UK,GB0005804728,BlackRock Continental European Fund A Acc,matched,1.0,
BlackRock European Dynamic Fund,BlackRock Investment Management (UK) Limited,Europe Excluding UK,GB0000495209,BlackRock European Dynamic Fund A Accumulation,matched,1.0,
BlackRock Continental European,BlackRock Investment Management (UK) Limited,Europe Excluding UK,GB0005804728,BlackRock Continental European Fund A Acc,matched,1.0,
BNY Mellon Sustainable European Opportunities Fund,BNY Mellon Fund Managers Limited,Europe Excluding UK,GB00B881HQ54,BNY Mellon Investment Funds - BNY Mellon European Opportunities Fund (Responsible) Inst W Inc,review,0.7733,no decisive brand/region/style signal
Candriam Sustainable Equity EMU,CANDRIAM Investors Group,Europe Excluding UK,LU1313771344,Candriam Sustainable Equity EMU I EUR Acc,matched,1.0,
BMO Select European Equity Fund,Columbia Threadneedle,Europe Excluding UK,GB0008464082,CT Select European Equity Fund 1 Acc,review,0.8208,no decisive brand/region/style signal
Comgest Growth Europe Ex UK,Comgest Asset Management International Limited,Europe Excluding UK,IE00BQ1YBM13,Comgest Growth Europe ex UK GBP SU Acc,matched,1.0,
Comgest Growth Europe ex UK Compounders,Comgest Asset Management International Limited,Europe Excluding UK,IE000F13IOW0,Comgest Growth Europe Ex UK Compounders U GBP Acc,matched,1.0,
CT European Fund,CT Investment Services Ltd,Europe Excluding UK,GB00BWTW3G79,CT European Fund X Accumulation GBP,matched,1.0,
CT European Select Fund,CT Investment Services Ltd,Europe Excluding UK,GB00BWTW3H86,CT European Select Fund X Accumulation GBP,matched,1.0,
EdenTree  Sustainable European Equity Fund,EdenTree Investment Management Limited,Europe Excluding UK,GB00BTG0XF25,EdenTree Sustainable European Equity Fund I Acc GBP,matched,1.0,
Fidelity Sustainable European Equity fund,Fidelity International,Europe Excluding UK,GB0003874913,Fidelity Sustainable European Equity Fund A-Accumulation,matched,1.0,
Fidelity European Fund,Fidelity International,Europe Excluding UK,GB00BNXKTN30,Fidelity European Fund I Acc GBP,matched,1.0,
FTF Franklin European Unconstrained Fund,Franklin Templeton Fund Management Limited,Europe Excluding UK,GB00BP9LK861,FTF Franklin European Unconstrained Fund Class EB Accumulation,matched,1.0,
FP Carmignac European Leaders,FundRock Partners Limited,Europe Excluding UK,GB00BNDQ7N71,FP Carmignac European Leaders A Class Income GBP,matched,0.98,
GAM Star Continental European Equity,GAM,Europe Excluding UK,IE00BD3GHF97,GAM Star Fund plc - GAM Star Continental European Equity Class Z GBP Accumulation,matched,0.9805,
Guinness European Equity Income Fund,Guinness Asset Management Ltd,Europe Excluding UK,IE000819GA13,Guinness European Equity Income Fund Z USD Accumulation,matched,1.0,
HL Multi-Manager European,Hargreaves Lansdown Fund Managers Limited,Europe Excluding UK,GB0007388407,Liontrust Asset Management PLC,unresolved,0.2824,
HSBC GIF Euroland Equity,HSBC Asset Management (Fund Services UK) Limited,Europe Excluding UK,LU3231297972,HSBC Global Investment Funds - Euroland Equity J1C,matched,0.7782,all distinctive IA tokens present and brand agrees
HSBC Europe Ex-UK Equity Fund,HSBC Asset Management (Fund Services UK) Limited,Europe Excluding UK,GB00BNYFWD82,HSBC Europe Ex-UK Equity Fund - Accumulation C,matched,1.0,
Invesco European Equity Fund (UK),Invesco,Europe Excluding UK,GB00B8N44J10,Invesco European Equity Fund (UK) Z (Acc),matched,1.0,
Invesco European Equity Fund (UK),Invesco,Europe Excluding UK,GB00B8N44J10,Invesco European Equity Fund (UK) Z (Acc),matched,1.0,
Invesco European Focus Fund (UK),Invesco,Europe Excluding UK,GB00B8N44N55,Invesco European Focus Fund (UK) Z (Acc),matched,1.0,
IFSL Ascot Lloyd European Equity Fund,Investment Fund Services Limited,Europe Excluding UK,GB00BNDMD820,IFSL Ascot Lloyd European Equity Fund Class A GBP Accumulation,matched,0.9818,
JOHCM Continental European Fund,J O Hambro Capital Management Limited,Europe Excluding UK,GB00BRTCRY80,BlackRock Continental European Income Fund S Acc,review,0.7425,no decisive brand/region/style signal
JPM Europe (ex-UK) Sustainable Equity Fund,J.P. Morgan Asset Management,Europe Excluding UK,GB00BNBTC110,JPM Europe (ex-UK) ESG Equity Fund C2 Accumulation,review,0.8549,no decisive brand/region/style signal
JPM Europe Dynamic (ex-UK) Fund,J.P. Morgan Asset Management,Europe Excluding UK,GB00B2359420,JPM Europe Dynamic (ex-UK) Fund B - Net Accumulation,matched,0.9933,
JPM Europe (ex-UK) Research Enhanced Index Fund,J.P. Morgan Asset Management,Europe Excluding UK,GB00BKTF1F72,JPM Europe (ex-UK) Research Enhanced Index Equity Fund E Accumulation,matched,0.9993,
Janus Henderson European Selected Opportunities Fund,Janus Henderson Investors,Europe Excluding UK,GB0032473653,Janus Henderson European Selected Opportunities Fund I Acc,matched,1.0,
Janus Henderson European Focus Fund,Janus Henderson Investors,Europe Excluding UK,GB00B54J0L85,Janus Henderson European Focus Fund I Acc,matched,1.0,
Janus Henderson European Growth Fund,Janus Henderson Investors,Europe Excluding UK,US47103C6396,Janus Henderson Growth And Income Fund Class I,review,0.8075,no decisive brand/region/style signal
Jupiter European Fund,Jupiter Unit Trust Managers Limited,Europe Excluding UK,GB00BQXWPZ41,Jupiter European Fund Class Z Acc,matched,1.0,
Jupiter European Special Situations Fund,Jupiter Unit Trust Managers Limited,Europe Excluding UK,GB00B60WTT90,Jupiter European Special Situations I Acc,matched,1.0,
SVS Landseer European Equity Fund,Landseer Asset Management UK LLP,Europe Excluding UK,GB00B4LLXV18,SVS Landseer European Equity B Fund,matched,1.0,
Lazard European Alpha Fund,Lazard Fund Managers Limited,Europe Excluding UK,GB00BYTLK341,Lazard European Alpha Fund A Acc,matched,1.0,
Legal & General European Equity Income Fund,Legal & General Investment Management Limited,Europe Excluding UK,GB00BF18C898,Legal & General European Equity Income Fund I Class Accumulation,matched,1.0,
Liontrust Sustainable Future European Growth Fund,Liontrust Investment Partners LLP,Europe Excluding UK,GB0030029390,Liontrust Sustainable Future European Growth Fund Class 2 Net Accumulation,matched,1.0,
Liontrust European Dynamic Fund,Liontrust Investment Partners LLP,Europe Excluding UK,GB00BMW30Z54,Liontrust European Dynamic Fund I GBP Acc,matched,1.0,
M&G European Sustain Paris Aligned Fund (EUDF),M&G Securities Limited,Europe Excluding UK,GB00B5ZSNC68,M&G European Sustain Paris Aligned Fund Sterling I Acc,matched,0.9171,
M&G European ex-UK Fund,M&G Securities Limited,Europe Excluding UK,GB00BM8HSJ12,M&G European ex-UK Fund Class I GBP Accumulation,matched,1.0,
Man Continental European Growth Fund,Man Fund Management UK Limited,Europe Excluding UK,GB00B0119370,Man International ICVC - Man Continental European Growth Fund Retail Accumulation Shares (Class A),matched,0.8475,all distinctive IA tokens present and brand agrees
MGTS AFH DA European Equity Fund,Margetts Fund Management Ltd,Europe Excluding UK,GB00BYXG9Q15,MGTS AFH DA Fund - MGTS AFH DA European Equity Fund I GBP Accumulation,matched,0.8765,
MFS Meridian Continental European Equity Fund,MFS International (UK) Ltd,Europe Excluding UK,LU0219419214,MFS Meridian Funds - Continental European Equity Fund A1 EUR,matched,1.0,
Montanaro European Income Fund,Montanaro Asset Management Limited,Europe Excluding UK,IE00BYSRYX17,Montanaro European Income Fund EUR Class,matched,1.0,
Polar Capital Funds Plc - European (ex UK) Income Fund,Polar Capital Funds Plc,Europe Excluding UK,IE00BK0VF414,Polar Capital Funds PLC - Polar Capital European Ex UK Income Fund Class X GBP Acc,matched,0.9267,
Premier Miton European Opportunities,Premier Portfolio Managers Limited,Europe Excluding UK,GB00BZ2K2M84,Premier Miton European Opportunities Fund B Accumulation,matched,1.0,
Quilter Investors Europe (ex UK) Equity Fund,Quilter Investors Limited,Europe Excluding UK,GB00B98ZMN62,Quilter Investors Europe (ex UK) Equity Fund A (GBP) Accumulation,matched,1.0,
Quilter Investors Europe (ex UK) Equity Growth Fund,Quilter Investors Limited,Europe Excluding UK,GB00B8C1MS88,Quilter Investors Europe (ex UK) Equity Growth Fund A (GBP) Accumulation,matched,1.0,
Quilter Investors Europe (ex UK) Equity Fund,Quilter Investors Limited,Europe Excluding UK,GB00B98ZMN62,Quilter Investors Europe (ex UK) Equity Fund A (GBP) Accumulation,matched,1.0,
Royal London European Growth Fund,Royal London Asset Management Limited,Europe Excluding UK,GB00BN460D75,Royal London European Growth Fund Class Z Acc,matched,1.0,
Royal London European Growth Fund,Royal London Asset Management Limited,Europe Excluding UK,GB00BN460D75,Royal London European Growth Fund Class Z Acc,matched,1.0,
Royal London Europe Ex UK Equity Tilt Fund,Royal London Asset Management Limited,Europe Excluding UK,GB00B8HF4Y56,Royal London Europe ex UK Equity Tilt Fund Z Accumulation,matched,1.0,
Europe Ex UK Equities,Santander Asset Management (SAM UK),Europe Excluding UK,GB0002789047,Europe Ex UK Equities A,matched,0.9727,
Schroder European Recovery Fund,Schroder Unit Trusts Limited,Europe Excluding UK,GB0007221889,Schroder European Recovery Fund Z Accumulation GBP,matched,1.0,
Schroder European Fund,Schroder Unit Trusts Limited,Europe Excluding UK,GB0007648123,Schroder European Fund I Accumulation GBP,matched,1.0,
Schroder European Climate Transition Fund,Schroder Unit Trusts Limited,Europe Excluding UK,GB00B6S00Y77,Schroder European Climate Transition Fund Z Accumulation GBP,matched,1.0,
RGI European Fund,SVM Asset Management Ltd,Europe Excluding UK,GB00BMX64S44,RGI European Fund Class Z GBP Accumulation,matched,0.9538,
TM Lansdowne European Special Situations Fund,THESIS Unit Trust Management Limited,Europe Excluding UK,GB00BTJRQ064,TM Lansdowne European Special Situations Fund I Accumulation GBP,matched,0.9854,
VT Downing European Unconstrained Income Fund,Valu-Trac Investment Management Limited,Europe Excluding UK,GB00BK97Q926,VT Tyndall European Unconstrained Fund Class Z GBP (Income),review,0.7765,no decisive brand/region/style signal
Waverton European Dividend Growth Fund,Waverton Investment Management Limited,Europe Excluding UK,IE00BF5KV519,Waverton European Dividend Growth Fund A GBP Inc,matched,1.0,
Waverton European Capital Growth Fund,Waverton Investment Management Limited,Europe Excluding UK,IE00BF5KTH98,Waverton European Capital Growth Fund I GBP Inc,matched,1.0,
WS Ardtur Continental European Fund,Waystone Management (UK) Limited,Europe Excluding UK,GB00B4Z7BS85,WS Ardtur Continental European Fund I Accumulation,matched,0.9806,
WS Keyridge European Fund,Waystone Management (UK) Limited,Europe Excluding UK,GB00BKRC1492,WS Keyridge European Fund C Accumulation,matched,0.9714,
WS Lightman European Fund,Waystone Management (UK) Limited,Europe Excluding UK,GB00BGPFJM62,WS Lightman Investment Funds - WS Lightman European Fund I Accumulation,review,0.7692,no decisive brand/region/style signal
WS Montanaro Europe (ex-UK) Small and Mid-Cap Fund,Waystone Management (UK) Limited,Europe Excluding UK,GB00BJRCFY03,WS Montanaro Funds - WS Montanaro Europe (ex-UK) Small and Mid-Cap Fund A GBP Accumulation,matched,0.9109,
WS Guinness European Equity Income Fund,Waystone Management (UK) Limited,Europe Excluding UK,GB00BP5J6M04,WS Guinness European Equity Income Fund Y GBP Accumulation,matched,0.9786,
AB SICAV I - European Equity Portfolio,AllianceBernstein (Luxembourg) S.à r.l.,Europe Including UK,LU0232465384,AB SICAV I - European Equity Portfolio I USD Acc,matched,0.9714,
Allianz Europe Equity Growth GBP,Allianz Global Investors GmbH,Europe Including UK,LU0256880153,Allianz Global Investors Fund - Allianz Europe Equity Growth I EUR,matched,0.8648,
Allianz Europe Equity Growth Select,Allianz Global Investors GmbH,Europe Including UK,LU0256880153,Allianz Global Investors Fund - Allianz Europe Equity Growth I EUR,review,0.7667,no decisive brand/region/style signal
Allianz European Equity Dividend,Allianz Global Investors GmbH,Europe Including UK,LU3029437376,Allianz European Equity Dividend BMg9 (H2-USD),matched,0.9933,
JSS Sustainable Equity - Europe,Bank J. Safra Sarasin Ltd,Europe Including UK,LU2076231567,JSS Sustainable Equity - Tech Disruptors I EUR Acc,review,0.7522,no decisive brand/region/style signal
